,x,y,z,Time,Hour,Minutes,Seconds,Intensity,dt
149804,1.465,-1.93,-0.047,2496.716667,5,11,36.71666667,2.423496235,TRUE
149805,0.152,-1.5,-0.418,2496.733333,5,11,36.73333333,1.56455361,TRUE
149806,-0.129,-1.051,-0.203,2496.75,5,11,36.75,1.078170209,FALSE
149807,0.176,-0.891,-0.008,2496.766667,5,11,36.76666667,0.908251617,FALSE
149808,0.277,-0.813,0,2496.783333,5,11,36.78333333,0.858893474,FALSE
149809,0.227,-0.887,-0.043,2496.8,5,11,36.8,0.916595331,FALSE
149810,0.289,-1.035,-0.137,2496.816667,5,11,36.81666667,1.083288973,FALSE
149811,0.43,-1.266,-0.125,2496.833333,5,11,36.83333333,1.342862986,FALSE
149812,0.563,-1.406,-0.133,2496.85,5,11,36.85,1.520359826,TRUE
149813,0.473,-1.453,-0.313,2496.866667,5,11,36.86666667,1.559777869,TRUE
149814,0.348,-1.434,-0.348,2496.883333,5,11,36.88333333,1.51610158,TRUE
149815,0.27,-1.363,-0.398,2496.9,5,11,36.9,1.445362584,FALSE
149816,0.375,-1.379,-0.512,2496.916667,5,11,36.91666667,1.518028326,TRUE
149817,0.363,-1.238,-0.48,2496.933333,5,11,36.93333333,1.376522067,FALSE
149818,0.309,-1.047,-0.461,2496.95,5,11,36.95,1.184994093,FALSE
149819,0.098,-0.805,-0.734,2496.966667,5,11,36.96666667,1.093793856,FALSE
149820,0.125,-0.555,-0.863,2496.983333,5,11,36.98333333,1.033643556,FALSE
149821,0.309,-0.539,-0.48,2497,5,11,37,0.785112731,FALSE
149822,0.496,-0.668,-0.793,2497.016667,5,11,37.01666667,1.149386358,FALSE
149823,0.43,-0.598,-0.734,2497.033333,5,11,37.03333333,1.039836526,FALSE
149824,0.547,-1.078,-0.801,2497.05,5,11,37.05,1.450135856,FALSE
149825,0.48,-0.996,-0.699,2497.066667,5,11,37.06666667,1.308058485,FALSE
149826,0.398,-0.531,-0.188,2497.083333,5,11,37.08333333,0.689716608,FALSE
149827,0.48,-0.691,-0.676,2497.1,5,11,37.1,1.079285412,FALSE
149828,0.613,-0.227,-0.316,2497.116667,5,11,37.11666667,0.726053717,FALSE
149829,0.156,-0.125,-0.367,2497.133333,5,11,37.13333333,0.417911474,FALSE
149830,-0.18,-0.453,-0.297,2497.15,5,11,37.15,0.570804695,FALSE
149831,0.535,-0.281,0.098,2497.166667,5,11,37.16666667,0.612200947,FALSE
149832,0.734,-0.723,0.324,2497.183333,5,11,37.18333333,1.08002824,FALSE
149833,0.117,-1.82,0.047,2497.2,5,11,37.2,1.824362354,TRUE
149834,0.504,-2.406,-0.195,2497.216667,5,11,37.21666667,2.46594343,TRUE
149835,0.207,-1.965,0.016,2497.233333,5,11,37.23333333,1.975937752,TRUE
149836,0.02,-1.383,0.125,2497.25,5,11,37.25,1.38878148,FALSE
149837,0.105,-1.191,-0.008,2497.266667,5,11,37.26666667,1.195646269,FALSE
149838,0.379,-1.102,0.109,2497.283333,5,11,37.28333333,1.170438379,FALSE
149839,0.313,-1.133,0.051,2497.3,5,11,37.3,1.176545367,FALSE
149840,0.297,-1.48,-0.098,2497.316667,5,11,37.31666667,1.512684038,TRUE
149841,0.457,-1.516,-0.176,2497.333333,5,11,37.33333333,1.593135587,TRUE
149842,0.434,-1.613,-0.371,2497.35,5,11,37.35,1.711071594,TRUE
149843,0.418,-1.648,-0.594,2497.366667,5,11,37.36666667,1.800961965,TRUE
149844,0.379,-1.43,-0.523,2497.383333,5,11,37.38333333,1.569098467,TRUE
149845,0.207,-1.285,-0.547,2497.4,5,11,37.4,1.411836747,FALSE
149846,0.246,-0.938,-0.574,2497.416667,5,11,37.41666667,1.126870001,FALSE
149847,0.051,-0.809,-0.723,2497.433333,5,11,37.43333333,1.086191051,FALSE
149848,0.059,-0.582,-0.691,2497.45,5,11,37.45,0.90536512,FALSE
149849,0.035,-0.547,-0.695,2497.466667,5,11,37.46666667,0.885132194,FALSE
149850,0.43,-0.738,-1.168,2497.483333,5,11,37.48333333,1.446985833,FALSE
149851,0.41,-0.781,-0.723,2497.5,5,11,37.5,1.14052181,FALSE
149852,0.715,-1.086,-0.461,2497.516667,5,11,37.51666667,1.379544128,FALSE
149853,0.688,-0.992,-0.746,2497.533333,5,11,37.53333333,1.419127901,FALSE
149854,0.332,-0.504,-0.531,2497.55,5,11,37.55,0.803866282,FALSE
149855,0.395,-0.16,-0.215,2497.566667,5,11,37.56666667,0.477336359,FALSE
149856,0.063,-0.266,-0.309,2497.583333,5,11,37.58333333,0.412560299,FALSE
149857,0.199,-0.426,-0.633,2497.6,5,11,37.6,0.788521401,FALSE
149858,0.34,0.156,0.043,2497.616667,5,11,37.61666667,0.37654349,FALSE
149859,0.598,-0.523,-0.164,2497.633333,5,11,37.63333333,0.811189867,FALSE
149860,0.773,-0.781,0.117,2497.65,5,11,37.65,1.105069681,FALSE
149861,0.277,-1.836,-0.023,2497.666667,5,11,37.66666667,1.856920569,TRUE
149862,0.32,-2.477,-1.051,2497.683333,5,11,37.68333333,2.709710317,TRUE
149863,0.609,-1.574,-0.461,2497.7,5,11,37.7,1.74953651,TRUE
149864,-0.234,-1.324,-0.293,2497.716667,5,11,37.71666667,1.376074489,FALSE
149865,0.043,-1.055,0.039,2497.733333,5,11,37.73333333,1.056595949,FALSE
149866,-0.086,-1.07,0.18,2497.75,5,11,37.75,1.088437412,FALSE
149867,-0.098,-0.883,-0.035,2497.766667,5,11,37.76666667,0.889110792,FALSE
149868,0.086,-0.883,-0.074,2497.783333,5,11,37.78333333,0.890258951,FALSE
149869,0.332,-1.27,0.09,2497.8,5,11,37.8,1.315759857,FALSE
149870,0.305,-1.355,0.039,2497.816667,5,11,37.81666667,1.389449891,FALSE
149871,0.387,-1.523,-0.105,2497.833333,5,11,37.83333333,1.574904124,TRUE
149872,0.418,-1.91,-0.277,2497.85,5,11,37.85,1.974728589,TRUE
149873,0.262,-1.672,-0.484,2497.866667,5,11,37.86666667,1.760251118,TRUE
149874,0.23,-1.348,-0.484,2497.883333,5,11,37.88333333,1.45060677,FALSE
149875,-0.477,-1.203,-0.641,2497.9,5,11,37.9,1.444167234,FALSE
149876,0.453,-0.961,-0.551,2497.916667,5,11,37.91666667,1.196800318,FALSE
149877,-0.086,-0.949,-0.887,2497.933333,5,11,37.93333333,1.301831786,FALSE
149878,0.602,-0.594,-0.848,2497.95,5,11,37.95,1.197641015,FALSE
149879,0.309,-0.539,-0.992,2497.966667,5,11,37.96666667,1.170498185,FALSE
149880,0.047,-1.082,-1.172,2497.983333,5,11,37.98333333,1.595781,TRUE
